Word 	 Count 	 FPos 	 LPos 	 Dmin 	 AvgD 	 Dmax 
 sly. 	 1 	 627777 	 627777 	 0 	 0.00 	 0 
 Prince. 	 2 	 646687 	 649122 	 2435 	 2435.00 	 2435 
 bonds. 	 1 	 656968 	 656968 	 0 	 0.00 	 0 
 two 	 870 	 2896 	 656809 	 2 	 752.49 	 8213 
 Boarding 	 1 	 17045 	 17045 	 0 	 0.00 	 0 
 becoming 	 13 	 35108 	 639713 	 345 	 50383.75 	 151854 
 dripping 	 9 	 40027 	 634827 	 7292 	 74350.00 	 354224 
 setting 	 17 	 40764 	 625252 	 1634 	 36530.50 	 146307 
 I? 	 8 	 56608 	 579086 	 14 	 74639.71 	 135489 
 beginnin' 	 1 	 64605 	 64605 	 0 	 0.00 	 0 
 'Show 	 1 	 64900 	 64900 	 0 	 0.00 	 0 
 wanted? 	 1 	 71925 	 71925 	 0 	 0.00 	 0 
 injured? 	 1 	 114240 	 114240 	 0 	 0.00 	 0 
 worms? 	 1 	 120912 	 120912 	 0 	 0.00 	 0 
 unclasping 	 2 	 127519 	 296948 	 169429 	 169429.00 	 169429 
 at? 	 1 	 142188 	 142188 	 0 	 0.00 	 0 
 forgo 	 1 	 155398 	 155398 	 0 	 0.00 	 0 
 "Twenty-two 	 1 	 195817 	 195817 	 0 	 0.00 	 0 
 surprised,' 	 1 	 204097 	 204097 	 0 	 0.00 	 0 
 fields.' 	 1 	 216136 	 216136 	 0 	 0.00 	 0 
 for' 	 1 	 218906 	 218906 	 0 	 0.00 	 0 
 Bathsheba? 	 1 	 244739 	 244739 	 0 	 0.00 	 0 
 Melas,' 	 3 	 253671 	 255408 	 325 	 868.50 	 1412 
 Athens.' 	 1 	 254843 	 254843 	 0 	 0.00 	 0 
 repairing 	 1 	 263880 	 263880 	 0 	 0.00 	 0 
 performing 	 1 	 294301 	 294301 	 0 	 0.00 	 0 
 tell? 	 2 	 296005 	 645364 	 349359 	 349359.00 	 349359 
 "having 	 1 	 324549 	 324549 	 0 	 0.00 	 0 
 hitherto 	 1 	 397302 	 397302 	 0 	 0.00 	 0 
 the.' 	 1 	 400256 	 400256 	 0 	 0.00 	 0 
 why--why? 	 1 	 440596 	 440596 	 0 	 0.00 	 0 
 behind? 	 1 	 462328 	 462328 	 0 	 0.00 	 0 
 plotting 	 2 	 504380 	 525792 	 21412 	 21412.00 	 21412 
 governess? 	 1 	 515581 	 515581 	 0 	 0.00 	 0 
 smoke? 	 1 	 576025 	 576025 	 0 	 0.00 	 0 
 liberty? 	 1 	 597759 	 597759 	 0 	 0.00 	 0 
 purview 	 1 	 604748 	 604748 	 0 	 0.00 	 0 
 falsetto 	 1 	 632934 	 632934 	 0 	 0.00 	 0 
 Ronder,' 	 1 	 641989 	 641989 	 0 	 0.00 	 0 
 earth 	 59 	 2112 	 650922 	 3 	 11186.38 	 39087 
 mouth 	 47 	 2860 	 655175 	 2 	 14180.76 	 47621 
 swamp 	 1 	 154303 	 154303 	 0 	 0.00 	 0 
 extraordinarily 	 8 	 3833 	 605311 	 18164 	 85925.43 	 276997 
 Formerly 	 2 	 35042 	 285719 	 250677 	 250677.00 	 250677 
 spirits,--a 	 1 	 48562 	 48562 	 0 	 0.00 	 0 
 door-way 	 2 	 50228 	 255072 	 204844 	 204844.00 	 204844 
 now! 	 6 	 59197 	 639734 	 1628 	 116107.40 	 319274 
 is! 	 3 	 63235 	 632423 	 152636 	 284594.00 	 416552 
 shanty 	 1 	 77885 	 77885 	 0 	 0.00 	 0 
 everyday 	 2 	 95524 	 359629 	 264105 	 264105.00 	 264105 
 'Hullo! 	 1 	 160690 	 160690 	 0 	 0.00 	 0 
 pathology 	 1 	 246043 	 246043 	 0 	 0.00 	 0 
 wily 	 3 	 272681 	 441109 	 38386 	 84214.00 	 130042 
 listen! 	 1 	 274197 	 274197 	 0 	 0.00 	 0 
 plentifully 	 1 	 286827 	 286827 	 0 	 0.00 	 0 
 conspiracy 	 6 	 421957 	 510898 	 567 	 17788.20 	 45416 
 else! 	 1 	 480164 	 480164 	 0 	 0.00 	 0 
 "Scowrers! 	 1 	 480957 	 480957 	 0 	 0.00 	 0 
 thinking! 	 1 	 484360 	 484360 	 0 	 0.00 	 0 
 LADY 	 1 	 551078 	 551078 	 0 	 0.00 	 0 
 stuffy 	 1 	 564884 	 564884 	 0 	 0.00 	 0 
 pup," 	 1 	 2920 	 2920 	 0 	 0.00 	 0 
 "Why," 	 5 	 7082 	 168344 	 7047 	 40315.50 	 83913 
 enough," 	 15 	 10815 	 647439 	 1365 	 45473.14 	 143961 
 well," 	 23 	 11306 	 604426 	 838 	 26960.00 	 120245 
 there," 	 11 	 11724 	 569289 	 2736 	 55756.50 	 113627 
 chair 	 121 	 14364 	 655219 	 17 	 5340.46 	 62943 
 "or 	 1 	 14951 	 14951 	 0 	 0.00 	 0 
 water?" 	 2 	 16706 	 459872 	 443166 	 443166.00 	 443166 
 Charpentier," 	 1 	 17065 	 17065 	 0 	 0.00 	 0 
 regular 	 12 	 24779 	 598182 	 44 	 52127.55 	 218352 
 man: 	 1 	 29295 	 29295 	 0 	 0.00 	 0 
 janitor 	 1 	 39682 	 39682 	 0 	 0.00 	 0 
 Continent," 	 1 	 44739 	 44739 	 0 	 0.00 	 0 
 "Our 	 22 	 54590 	 640903 	 10 	 27919.67 	 89936 
 "Master 	 1 	 55468 	 55468 	 0 	 0.00 	 0 
 work: 	 1 	 63109 	 63109 	 0 	 0.00 	 0 
 older 	 27 	 66341 	 655765 	 183 	 22670.15 	 154137 
 Altogether 	 3 	 69987 	 486549 	 154635 	 208281.00 	 261927 
 pour 	 5 	 76002 	 550272 	 4585 	 118567.50 	 281145 
 Wood." 	 2 	 90156 	 311087 	 220931 	 220931.00 	 220931 
 solicitor 	 2 	 99452 	 288330 	 188878 	 188878.00 	 188878 
 THUMB 	 1 	 155148 	 155148 	 0 	 0.00 	 0 
 wife?" 	 6 	 165851 	 617372 	 235 	 90304.20 	 266773 
 friends?" 	 3 	 166651 	 478573 	 716 	 155961.00 	 311206 
 amber 	 2 	 201345 	 317199 	 115854 	 115854.00 	 115854 
 "'"Done!" 	 1 	 210828 	 210828 	 0 	 0.00 	 0 
 meddle." 	 1 	 231685 	 231685 	 0 	 0.00 	 0 
 mark!" 	 1 	 301763 	 301763 	 0 	 0.00 	 0 
 guilt." 	 1 	 304008 	 304008 	 0 	 0.00 	 0 
 discovery." 	 1 	 322022 	 322022 	 0 	 0.00 	 0 
 shoes," 	 1 	 324909 	 324909 	 0 	 0.00 	 0 
 ago," 	 3 	 328046 	 516848 	 12159 	 94401.00 	 176643 
 light," 	 1 	 334498 	 334498 	 0 	 0.00 	 0 
 discovered." 	 1 	 340565 	 340565 	 0 	 0.00 	 0 
 Randalls?" 	 1 	 372408 	 372408 	 0 	 0.00 	 0 
 Westminster." 	 1 	 386390 	 386390 	 0 	 0.00 	 0 
 Hilda!" 	 1 	 390296 	 390296 	 0 	 0.00 	 0 
 "Footprints." 	 1 	 396490 	 396490 	 0 	 0.00 	 0 
 "Nothing," 	 1 	 401124 	 401124 	 0 	 0.00 	 0 
 Mire?" 	 1 	 423357 	 423357 	 0 	 0.00 	 0 
 "Hist!" 	 1 	 442729 	 442729 	 0 	 0.00 	 0 
 possess." 	 1 	 451519 	 451519 	 0 	 0.00 	 0 
 spanner 	 2 	 462256 	 497298 	 35042 	 35042.00 	 35042 
 "Nearer 	 1 	 463852 	 463852 	 0 	 0.00 	 0 
 for!" 	 1 	 473173 	 473173 	 0 	 0.00 	 0 
 loser." 	 1 	 488551 	 488551 	 0 	 0.00 	 0 
 obligations." 	 1 	 488671 	 488671 	 0 	 0.00 	 0 
 destruction." 	 1 	 489843 	 489843 	 0 	 0.00 	 0 
 Fear!" 	 1 	 495874 	 495874 	 0 	 0.00 	 0 
 voodoo-worshipper 	 1 	 518593 	 518593 	 0 	 0.00 	 0 
 shower 	 1 	 520466 	 520466 	 0 	 0.00 	 0 
 Mary." 	 1 	 522094 	 522094 	 0 	 0.00 	 0 
 callers?" 	 1 	 528395 	 528395 	 0 	 0.00 	 0 
 hangs." 	 1 	 537187 	 537187 	 0 	 0.00 	 0 
 act!" 	 1 	 537873 	 537873 	 0 	 0.00 	 0 
 diseases." 	 1 	 548769 	 548769 	 0 	 0.00 	 0 
 Shlessinger 	 4 	 552653 	 554824 	 55 	 723.67 	 1993 
 torn," 	 1 	 554418 	 554418 	 0 	 0.00 	 0 
 stick!" 	 1 	 556181 	 556181 	 0 	 0.00 	 0 
 Baden." 	 1 	 556597 	 556597 	 0 	 0.00 	 0 
 eavesdropping." 	 1 	 566406 	 566406 	 0 	 0.00 	 0 
 me--" 	 3 	 577778 	 619626 	 1302 	 20924.00 	 40546 
 attentions?" 	 1 	 595027 	 595027 	 0 	 0.00 	 0 
 youth." 	 1 	 604991 	 604991 	 0 	 0.00 	 0 
 dossier: 	 1 	 614936 	 614936 	 0 	 0.00 	 0 
 pension." 	 1 	 645781 	 645781 	 0 	 0.00 	 0 
 crypt?" 	 2 	 647070 	 649026 	 1956 	 1956.00 	 1956 
 As 	 370 	 1348 	 655213 	 12 	 1771.38 	 10824 
 "Holmes 	 1 	 1712 	 1712 	 0 	 0.00 	 0 
 tables 	 2 	 1968 	 211284 	 209316 	 209316.00 	 209316 
 Holmes--his 	 1 	 4373 	 4373 	 0 	 0.00 	 0 
 child's 	 10 	 10919 	 610054 	 168 	 66570.55 	 300813 
 anxious 	 46 	 16693 	 641565 	 7 	 13886.04 	 46648 
 lustre; 	 1 	 22738 	 22738 	 0 	 0.00 	 0 
 whips 	 1 	 25671 	 25671 	 0 	 0.00 	 0 
 man; 	 11 	 37262 	 504537 	 3482 	 46727.50 	 93671 
 ladders 	 1 	 41088 	 41088 	 0 	 0.00 	 0 
 inherits 	 1 	 46337 	 46337 	 0 	 0.00 	 0 
 bursts 	 3 	 46439 	 638645 	 74861 	 296103.00 	 517345 
 measurements 	 3 	 53722 	 564321 	 173772 	 255299.50 	 336827 
 jewels 	 14 	 53860 	 556699 	 35 	 38679.92 	 358178 
 mistakes 	 1 	 62558 	 62558 	 0 	 0.00 	 0 
 trails 	 2 	 64113 	 496906 	 432793 	 432793.00 	 432793 
 boys 	 12 	 71443 	 604124 	 4 	 48425.55 	 122731 
 two-thirds 	 2 	 76253 	 375151 	 298898 	 298898.00 	 298898 
 beginnings 	 1 	 121113 	 121113 	 0 	 0.00 	 0 
 doctor's 	 18 	 128724 	 557068 	 68 	 25196.71 	 160522 
 bodies 	 5 	 129229 	 657227 	 1487 	 131999.50 	 249102 
 debts 	 2 	 131023 	 173770 	 42747 	 42747.00 	 42747 
 so-precious 	 1 	 161135 	 161135 	 0 	 0.00 	 0 
 went; 	 1 	 169251 	 169251 	 0 	 0.00 	 0 
 tongs 	 1 	 181393 	 181393 	 0 	 0.00 	 0 
 instinct; 	 1 	 188145 	 188145 	 0 	 0.00 	 0 
 earnestness 	 6 	 192743 	 495398 	 7962 	 60531.00 	 192203 
 work; 	 4 	 299551 	 494806 	 3821 	 65085.00 	 176394 
 tenants 	 4 	 308164 	 518114 	 5471 	 69983.34 	 147523 
 guide; 	 1 	 311479 	 311479 	 0 	 0.00 	 0 
 invaders 	 1 	 328128 	 328128 	 0 	 0.00 	 0 
 cut-throats 	 1 	 344761 	 344761 	 0 	 0.00 	 0 
 kindly; 	 1 	 353409 	 353409 	 0 	 0.00 	 0 
 peoples 	 1 	 394123 	 394123 	 0 	 0.00 	 0 
 demon; 	 1 	 437968 	 437968 	 0 	 0.00 	 0 
 mastiff; 	 1 	 443368 	 443368 	 0 	 0.00 	 0 
 medicos 	 1 	 458769 	 458769 	 0 	 0.00 	 0 
 escapes 	 2 	 461894 	 523319 	 61425 	 61425.00 	 61425 
 shot; 	 2 	 462633 	 462978 	 345 	 345.00 	 345 
 honour"--his 	 1 	 464636 	 464636 	 0 	 0.00 	 0 
 chorus 	 3 	 478956 	 558838 	 29856 	 39941.00 	 50026 
 popular; 	 1 	 482948 	 482948 	 0 	 0.00 	 0 
 tin-miners 	 1 	 560926 	 560926 	 0 	 0.00 	 0 
 Count's 	 4 	 595271 	 597500 	 51 	 743.00 	 1547 
 Berkshires, 	 1 	 590 	 590 	 0 	 0.00 	 0 
 stick, 	 16 	 1813 	 390727 	 109 	 25927.60 	 137692 
 At 	 283 	 2005 	 656368 	 7 	 2320.44 	 14877 
 watched 	 48 	 3641 	 656589 	 6 	 13892.51 	 75133 
 caught 	 104 	 6603 	 653557 	 197 	 6281.11 	 34667 
 wet 	 24 	 8098 	 584048 	 53 	 25041.30 	 70137 
 walls, 	 9 	 8478 	 561966 	 2968 	 69186.00 	 152549 
 wall, 	 23 	 10118 	 656323 	 555 	 29372.96 	 133870 
 ordered 	 25 	 10598 	 588562 	 1349 	 24081.83 	 67967 
 yes, 	 53 	 13778 	 649028 	 55 	 12216.35 	 84690 
 load 	 2 	 14084 	 17896 	 3812 	 3812.00 	 3812 
 commented 	 4 	 15811 	 562882 	 106635 	 182357.00 	 293266 
 Underwood 	 1 	 16950 	 16950 	 0 	 0.00 	 0 
 field 	 25 	 19591 	 528249 	 337 	 21194.08 	 70752 
 sun, 	 4 	 22580 	 590740 	 40062 	 189386.67 	 401016 
 elevation, 	 1 	 22831 	 22831 	 0 	 0.00 	 0 
 heaved 	 2 	 23455 	 69944 	 46489 	 46489.00 	 46489 
 for, 	 35 	 27533 	 647056 	 515 	 18221.27 	 81907 
 breezes, 	 1 	 27757 	 27757 	 0 	 0.00 	 0 
 groaned 	 11 	 29348 	 574016 	 1828 	 54466.80 	 168744 
 unnerved 	 2 	 31980 	 457087 	 425107 	 425107.00 	 425107 
 horizon, 	 1 	 33739 	 33739 	 0 	 0.00 	 0 
 Convinced 	 2 	 34450 	 239676 	 205226 	 205226.00 	 205226 
 act, 	 6 	 38995 	 584606 	 46735 	 109122.20 	 192557 
 "'Would 	 1 	 40448 	 40448 	 0 	 0.00 	 0 
 enquired 	 1 	 42755 	 42755 	 0 	 0.00 	 0 
 robust 	 4 	 42893 	 508187 	 69382 	 155098.00 	 223588 
 ideal 	 6 	 44941 	 585374 	 7769 	 108086.60 	 332912 
 valve, 	 1 	 50691 	 50691 	 0 	 0.00 	 0 
 advanced, 	 5 	 51083 	 591525 	 13747 	 135110.50 	 270460 
 relight 	 1 	 52931 	 52931 	 0 	 0.00 	 0 
 desired 	 21 	 53323 	 624004 	 273 	 28534.05 	 130781 
 brown, 	 8 	 56253 	 532132 	 8532 	 67982.71 	 188262 
 mark, 	 5 	 56918 	 655925 	 27932 	 149751.75 	 419906 
 Coupled 	 1 	 58189 	 58189 	 0 	 0.00 	 0 
 barrel, 	 4 	 61537 	 626078 	 16494 	 188180.33 	 397807 
 gift 	 5 	 67275 	 579910 	 44199 	 128158.75 	 284147 
 busied 	 3 	 68517 	 356122 	 72130 	 143802.50 	 215475 
 dishevelled 	 2 	 73624 	 635485 	 561861 	 561861.00 	 561861 
 East, 	 2 	 82439 	 546493 	 464054 	 464054.00 	 464054 
 Mount 	 1 	 82886 	 82886 	 0 	 0.00 	 0 
 deepest 	 20 	 88071 	 639883 	 1338 	 29042.74 	 111279 
 tweed-suited 	 1 	 90486 	 90486 	 0 	 0.00 	 0 
 violin-land, 	 1 	 100899 	 100899 	 0 	 0.00 	 0 
 musician, 	 1 	 100925 	 100925 	 0 	 0.00 	 0 
 predominated 	 1 	 101029 	 101029 	 0 	 0.00 	 0 
 profited 	 1 	 111079 	 111079 	 0 	 0.00 	 0 
 "'No, 	 12 	 114350 	 600053 	 32 	 44154.82 	 389828 
 dustcoat 	 1 	 114707 	 114707 	 0 	 0.00 	 0 
 innocent, 	 5 	 116662 	 525712 	 291 	 102262.50 	 253720 
 sticks, 	 2 	 118000 	 581121 	 463121 	 463121.00 	 463121 
 policeman, 	 5 	 124649 	 639003 	 5953 	 128588.50 	 347883 
 gale--and 	 1 	 125384 	 125384 	 0 	 0.00 	 0 
 occupant 	 2 	 154625 	 425022 	 270397 	 270397.00 	 270397 
 bachelor, 	 8 	 156789 	 559709 	 553 	 57560.00 	 175482 
 discreet 	 9 	 157134 	 637712 	 11592 	 60072.25 	 125005 
 quill 	 2 	 164095 	 365692 	 201597 	 201597.00 	 201597 
 confederates, 	 1 	 168241 	 168241 	 0 	 0.00 	 0 
 marks, 	 3 	 180091 	 391815 	 81762 	 105862.00 	 129962 
 salary, 	 2 	 184441 	 214043 	 29602 	 29602.00 	 29602 
 Trust 	 1 	 207138 	 207138 	 0 	 0.00 	 0 
 strewed 	 1 	 216203 	 216203 	 0 	 0.00 	 0 
 flopped 	 2 	 221229 	 354501 	 133272 	 133272.00 	 133272 
 incidental 	 1 	 235663 	 235663 	 0 	 0.00 	 0 
 managed, 	 2 	 237061 	 529796 	 292735 	 292735.00 	 292735 
 meretricious, 	 2 	 238198 	 296303 	 58105 	 58105.00 	 58105 
 RESIDENT 	 1 	 244763 	 244763 	 0 	 0.00 	 0 
 outrageous, 	 1 	 248354 	 248354 	 0 	 0.00 	 0 
 confederate, 	 4 	 248909 	 556061 	 290 	 102384.00 	 208322 
 far-away, 	 1 	 252482 	 252482 	 0 	 0.00 	 0 
 fittings, 	 1 	 253529 	 253529 	 0 	 0.00 	 0 
 raised, 	 4 	 255391 	 594788 	 30114 	 113132.34 	 170204 
 Pass, 	 1 	 275916 	 275916 	 0 	 0.00 	 0 
 M, 	 1 	 303491 	 303491 	 0 	 0.00 	 0 
 left--here, 	 1 	 311272 	 311272 	 0 	 0.00 	 0 
 Ragged 	 3 	 318128 	 323629 	 522 	 2750.50 	 4979 
 Grace, 	 9 	 322166 	 324732 	 47 	 320.75 	 1255 
 informed, 	 1 	 322269 	 322269 	 0 	 0.00 	 0 
 East-End 	 1 	 325266 	 325266 	 0 	 0.00 	 0 
 exam, 	 1 	 351915 	 351915 	 0 	 0.00 	 0 
 diary, 	 2 	 362372 	 362571 	 199 	 199.00 	 199 
 brimmed 	 1 	 366175 	 366175 	 0 	 0.00 	 0 
 suns, 	 1 	 378926 	 378926 	 0 	 0.00 	 0 
 luminous, 	 2 	 390870 	 397209 	 6339 	 6339.00 	 6339 
 hunt, 	 3 	 391174 	 433396 	 503 	 21111.00 	 41719 
 absent-minded, 	 1 	 391494 	 391494 	 0 	 0.00 	 0 
 profane, 	 1 	 393236 	 393236 	 0 	 0.00 	 0 
 stroll, 	 1 	 399293 	 399293 	 0 	 0.00 	 0 
 zigzag, 	 1 	 413405 	 413405 	 0 	 0.00 	 0 
 gallery, 	 2 	 421330 	 595107 	 173777 	 173777.00 	 173777 
 Henry--all 	 1 	 422117 	 422117 	 0 	 0.00 	 0 
 "Out 	 2 	 422729 	 570226 	 147497 	 147497.00 	 147497 
 cold-blooded, 	 1 	 434813 	 434813 	 0 	 0.00 	 0 
 uncurtained 	 1 	 441883 	 441883 	 0 	 0.00 	 0 
 guest, 	 2 	 442082 	 442369 	 287 	 287.00 	 287 
 barrels, 	 1 	 459209 	 459209 	 0 	 0.00 	 0 
 offend 	 4 	 463505 	 568607 	 8851 	 35034.00 	 78480 
 Fear, 	 2 	 468786 	 492714 	 23928 	 23928.00 	 23928 
 mustn't, 	 1 	 480581 	 480581 	 0 	 0.00 	 0 
 vant 	 1 	 480855 	 480855 	 0 	 0.00 	 0 
 vorld 	 1 	 481260 	 481260 	 0 	 0.00 	 0 
 Cormac, 	 3 	 487984 	 504400 	 2440 	 8208.00 	 13976 
 guests, 	 1 	 496756 	 496756 	 0 	 0.00 	 0 
 Oxshott 	 6 	 510199 	 513751 	 16 	 710.40 	 1766 
 red-hot 	 5 	 515025 	 640430 	 1423 	 31351.25 	 51740 
 black-eyed, 	 1 	 516269 	 516269 	 0 	 0.00 	 0 
 Gordon, 	 1 	 519442 	 519442 	 0 	 0.00 	 0 
 unlikely, 	 3 	 524160 	 626228 	 30528 	 51034.00 	 71540 
 madness, 	 3 	 526978 	 606493 	 29716 	 39757.50 	 49799 
 Dead 	 2 	 530837 	 614991 	 84154 	 84154.00 	 84154 
 Carfax, 	 1 	 556589 	 556589 	 0 	 0.00 	 0 
 Furies, 	 1 	 569898 	 569898 	 0 	 0.00 	 0 
 half-hour, 	 1 	 575852 	 575852 	 0 	 0.00 	 0 
 obsessed 	 1 	 576749 	 576749 	 0 	 0.00 	 0 
 Harold, 	 1 	 595693 	 595693 	 0 	 0.00 	 0 
 guv'nor, 	 1 	 596996 	 596996 	 0 	 0.00 	 0 
 conscious, 	 1 	 608224 	 608224 	 0 	 0.00 	 0 
 tragedy--about 	 1 	 618177 	 618177 	 0 	 0.00 	 0 
 frock-coated, 	 1 	 630090 	 630090 	 0 	 0.00 	 0 
 breeze, 	 1 	 632121 	 632121 	 0 	 0.00 	 0 
 secured, 	 1 	 633038 	 633038 	 0 	 0.00 	 0 
 Honoured 	 1 	 633347 	 633347 	 0 	 0.00 	 0 
 Berkshire, 	 1 	 642453 	 642453 	 0 	 0.00 	 0 
 clown, 	 1 	 642783 	 642783 	 0 	 0.00 	 0 
 sway, 	 1 	 646254 	 646254 	 0 	 0.00 	 0 
 before 	 865 	 493 	 656919 	 3 	 759.75 	 5452 
 one 	 1964 	 989 	 657065 	 2 	 334.22 	 2852 
 believe 	 146 	 1378 	 646603 	 21 	 4449.83 	 25901 
 "He 	 267 	 1527 	 657052 	 2 	 2464.34 	 17781 
 name 	 295 	 2604 	 656722 	 3 	 2224.89 	 20162 
 dabble 	 1 	 2684 	 2684 	 0 	 0.00 	 0 
 consistence 	 1 	 4429 	 4429 	 0 	 0.00 	 0 
 undergone 	 2 	 6083 	 486471 	 480388 	 480388.00 	 480388 
 envelope 	 28 	 6551 	 614924 	 53 	 22532.33 	 104109 
 trouve 	 1 	 16234 	 16234 	 0 	 0.00 	 0 
 pride 	 21 	 26757 	 646065 	 59 	 30965.40 	 71684 
 Route 	 1 	 26887 	 26887 	 0 	 0.00 	 0 
 Au 	 3 	 48046 	 513330 	 111163 	 232642.00 	 354121 
 "Worse 	 1 	 65310 	 65310 	 0 	 0.00 	 0 
 Seldom 	 4 	 90890 	 611010 	 72358 	 173373.33 	 238468 
 "'L'homme 	 1 	 104406 	 104406 	 0 	 0.00 	 0 
 essence 	 1 	 104637 	 104637 	 0 	 0.00 	 0 
 public-house 	 1 	 141772 	 141772 	 0 	 0.00 	 0 
 'Rome 	 1 	 211341 	 211341 	 0 	 0.00 	 0 
 sympathize 	 2 	 222606 	 576295 	 353689 	 353689.00 	 353689 
 Bohemianism 	 1 	 222954 	 222954 	 0 	 0.00 	 0 
 condense 	 1 	 241731 	 241731 	 0 	 0.00 	 0 
 choke 	 1 	 311316 	 311316 	 0 	 0.00 	 0 
 baggage 	 4 	 332070 	 567428 	 283 	 78452.66 	 231247 
 adhere 	 1 	 347646 	 347646 	 0 	 0.00 	 0 
 We're 	 4 	 348049 	 578805 	 47122 	 76918.66 	 92925 
 particle 	 1 	 398278 	 398278 	 0 	 0.00 	 0 
 statue 	 2 	 408411 	 424280 	 15869 	 15869.00 	 15869 
 advertise 	 2 	 468969 	 612074 	 143105 	 143105.00 	 143105 
 wipe 	 1 	 484086 	 484086 	 0 	 0.00 	 0 
 solicitude 	 2 	 590361 	 592972 	 2611 	 2611.00 	 2611 
 culture 	 1 	 652536 	 652536 	 0 	 0.00 	 0 
 Bart's. 	 1 	 1010 	 1010 	 0 	 0.00 	 0 
 for. 	 23 	 1376 	 603816 	 55 	 27383.64 	 103825 
 sun. 	 8 	 4230 	 612644 	 4693 	 86916.29 	 196943 
 Amati. 	 1 	 7678 	 7678 	 0 	 0.00 	 0 
 wall. 	 28 	 9591 	 632675 	 73 	 23077.19 	 169099 
 collection 	 18 	 15370 	 615527 	 66 	 35303.35 	 128891 
 yawn. 	 3 	 18203 	 231677 	 71794 	 106737.00 	 141680 
 mark. 	 6 	 18479 	 622403 	 13314 	 120784.80 	 255768 
 horizon. 	 5 	 23609 	 488347 	 666 	 116184.50 	 336199 
 Down 	 6 	 26859 	 479005 	 22547 	 90429.20 	 129892 
 madness. 	 3 	 27172 	 155194 	 56 	 64011.00 	 127966 
 undertook. 	 1 	 27851 	 27851 	 0 	 0.00 	 0 
 secured. 	 4 	 31199 	 374730 	 28839 	 114510.34 	 196442 
 dishonour. 	 1 	 31654 	 31654 	 0 	 0.00 	 0 
 nest. 	 1 	 32277 	 32277 	 0 	 0.00 	 0 
 refer. 	 1 	 33481 	 33481 	 0 	 0.00 	 0 
 neighborhood. 	 3 	 45444 	 207898 	 4645 	 81227.00 	 157809 
 invitation 	 5 	 49787 	 559671 	 44124 	 127471.00 	 209951 
 by-streets. 	 1 	 49970 	 49970 	 0 	 0.00 	 0 
 valve. 	 1 	 50782 	 50782 	 0 	 0.00 	 0 
 policeman. 	 2 	 51214 	 645677 	 594463 	 594463.00 	 594463 
 distortion 	 2 	 58192 	 564075 	 505883 	 505883.00 	 505883 
 grew. 	 1 	 60326 	 60326 	 0 	 0.00 	 0 
 stick. 	 4 	 70264 	 391470 	 428 	 107068.66 	 286957 
 managed. 	 2 	 70658 	 70796 	 138 	 138.00 	 138 
 waylaid. 	 1 	 89773 	 89773 	 0 	 0.00 	 0 
 bachelor. 	 2 	 91693 	 456477 	 364784 	 364784.00 	 364784 
 sticks. 	 1 	 93043 	 93043 	 0 	 0.00 	 0 
 separation 	 5 	 104806 	 605376 	 20770 	 125142.50 	 238562 
 walls. 	 5 	 117160 	 583920 	 9705 	 116690.00 	 256952 
 diary. 	 2 	 124888 	 584430 	 459542 	 459542.00 	 459542 
 yes. 	 7 	 125470 	 480683 	 329 	 59202.17 	 130972 
 solution 	 26 	 125673 	 650176 	 9 	 20980.12 	 128573 
 loaf 	 3 	 127662 	 433853 	 1405 	 153095.50 	 304786 
 brown. 	 1 	 141103 	 141103 	 0 	 0.00 	 0 
 act. 	 5 	 144126 	 577000 	 17558 	 108218.50 	 171482 
 orphan 	 3 	 156786 	 251487 	 410 	 47350.50 	 94291 
 Berkshire. 	 1 	 157619 	 157619 	 0 	 0.00 	 0 
 innocent. 	 3 	 176614 	 617609 	 88 	 220497.50 	 440907 
 hunt. 	 4 	 178333 	 472974 	 37593 	 98213.66 	 215507 
 entries. 	 1 	 198724 	 198724 	 0 	 0.00 	 0 
 barrel. 	 3 	 220504 	 600804 	 116154 	 190150.00 	 264146 
 morning-room. 	 3 	 239450 	 388123 	 15627 	 74336.50 	 133046 
 advanced. 	 2 	 248516 	 497209 	 248693 	 248693.00 	 248693 
 Circus. 	 2 	 251948 	 339738 	 87790 	 87790.00 	 87790 
 East. 	 1 	 255126 	 255126 	 0 	 0.00 	 0 
 shadowed. 	 1 	 264915 	 264915 	 0 	 0.00 	 0 
 guest. 	 3 	 274040 	 569618 	 58704 	 147789.00 	 236874 
 pedigree. 	 1 	 285919 	 285919 	 0 	 0.00 	 0 
 conflagration 	 1 	 288167 	 288167 	 0 	 0.00 	 0 
 E.C. 	 1 	 288345 	 288345 	 0 	 0.00 	 0 
 flamed. 	 1 	 294473 	 294473 	 0 	 0.00 	 0 
 conscious. 	 1 	 305468 	 305468 	 0 	 0.00 	 0 
 Grace. 	 4 	 316567 	 323235 	 169 	 2222.67 	 5729 
 guests. 	 1 	 321635 	 321635 	 0 	 0.00 	 0 
 unlikely. 	 2 	 328540 	 438133 	 109593 	 109593.00 	 109593 
 origin 	 3 	 343481 	 654755 	 49574 	 155637.00 	 261700 
 M. 	 12 	 385844 	 654255 	 52 	 24401.00 	 101980 
 yawns. 	 1 	 387377 	 387377 	 0 	 0.00 	 0 
 Hilda. 	 5 	 388304 	 388977 	 81 	 168.25 	 327 
 presentation 	 4 	 390813 	 391377 	 74 	 188.00 	 346 
 absent-minded. 	 1 	 391717 	 391717 	 0 	 0.00 	 0 
