Word 	 Count 	 FPos 	 LPos 	 Dmin 	 AvgD 	 Dmax 
 unbroken 	 3 	 414170 	 506018 	 8016 	 45924.00 	 83832 
 abode. 	 2 	 432725 	 643507 	 210782 	 210782.00 	 210782 
 rumours. 	 1 	 437043 	 437043 	 0 	 0.00 	 0 
 Anthony. 	 1 	 448016 	 448016 	 0 	 0.00 	 0 
 refers. 	 1 	 451113 	 451113 	 0 	 0.00 	 0 
 C2. 	 1 	 451145 	 451145 	 0 	 0.00 	 0 
 standardized. 	 1 	 451476 	 451476 	 0 	 0.00 	 0 
 Scotchman 	 2 	 452259 	 497099 	 44840 	 44840.00 	 44840 
 raised. 	 5 	 458028 	 543166 	 3004 	 21284.50 	 70371 
 Fear. 	 3 	 465560 	 506044 	 6801 	 20242.00 	 33683 
 informed. 	 1 	 472059 	 472059 	 0 	 0.00 	 0 
 barrels. 	 2 	 483743 	 484860 	 1117 	 1117.00 	 1117 
 brethren 	 3 	 487231 	 490352 	 546 	 1560.50 	 2575 
 marks. 	 2 	 487640 	 622042 	 134402 	 134402.00 	 134402 
 Cormac. 	 1 	 487894 	 487894 	 0 	 0.00 	 0 
 Herman 	 1 	 496715 	 496715 	 0 	 0.00 	 0 
 trapped. 	 1 	 503998 	 503998 	 0 	 0.00 	 0 
 outrageous. 	 1 	 507803 	 507803 	 0 	 0.00 	 0 
 said--"Mr. 	 1 	 527437 	 527437 	 0 	 0.00 	 0 
 Carfax. 	 1 	 552010 	 552010 	 0 	 0.00 	 0 
 pawn 	 1 	 554964 	 554964 	 0 	 0.00 	 0 
 Kaiser. 	 1 	 568926 	 568926 	 0 	 0.00 	 0 
 waxed. 	 1 	 583002 	 583002 	 0 	 0.00 	 0 
 muster. 	 1 	 583170 	 583170 	 0 	 0.00 	 0 
 "Damn 	 1 	 595664 	 595664 	 0 	 0.00 	 0 
 bachelors. 	 1 	 612781 	 612781 	 0 	 0.00 	 0 
 gallery. 	 1 	 614909 	 614909 	 0 	 0.00 	 0 
 academic. 	 1 	 627413 	 627413 	 0 	 0.00 	 0 
 clown. 	 1 	 644355 	 644355 	 0 	 0.00 	 0 
 stopping 	 9 	 3071 	 574772 	 3712 	 71462.62 	 171056 
 follow 	 93 	 14883 	 654392 	 6 	 6951.18 	 46528 
 rolling 	 18 	 27671 	 632917 	 681 	 35602.71 	 134410 
 snatching 	 3 	 36072 	 581021 	 221997 	 272474.50 	 322952 
 light,' 	 1 	 40157 	 40157 	 0 	 0.00 	 0 
 Standing 	 4 	 48077 	 529920 	 3258 	 160614.33 	 261253 
 twisting 	 7 	 78748 	 655341 	 5367 	 96098.84 	 215714 
 well,' 	 5 	 80615 	 502261 	 17896 	 105411.50 	 228825 
 blinding 	 1 	 81929 	 81929 	 0 	 0.00 	 0 
 winking 	 1 	 117033 	 117033 	 0 	 0.00 	 0 
 man? 	 6 	 119069 	 606111 	 1147 	 97408.40 	 246812 
 flicking 	 1 	 135240 	 135240 	 0 	 0.00 	 0 
 secret,' 	 1 	 157310 	 157310 	 0 	 0.00 	 0 
 munificent.' 	 1 	 157600 	 157600 	 0 	 0.00 	 0 
 smarting 	 1 	 161692 	 161692 	 0 	 0.00 	 0 
 lasting 	 1 	 169448 	 169448 	 0 	 0.00 	 0 
 increasing 	 2 	 172449 	 325076 	 152627 	 152627.00 	 152627 
 obligations.' 	 1 	 172716 	 172716 	 0 	 0.00 	 0 
 enough,' 	 3 	 174951 	 262392 	 41002 	 43720.50 	 46439 
 pausing 	 1 	 177242 	 177242 	 0 	 0.00 	 0 
 feat? 	 1 	 189201 	 189201 	 0 	 0.00 	 0 
 persevering 	 1 	 190866 	 190866 	 0 	 0.00 	 0 
 drug 	 5 	 199950 	 631527 	 22 	 107894.25 	 267745 
 youth.' 	 1 	 216079 	 216079 	 0 	 0.00 	 0 
 piercing 	 3 	 239671 	 402431 	 43088 	 81380.00 	 119672 
 morning.--Basil.' 	 1 	 330582 	 330582 	 0 	 0.00 	 0 
 exciting 	 3 	 355059 	 485379 	 38803 	 65160.00 	 91517 
 'C.C.' 	 1 	 391180 	 391180 	 0 	 0.00 	 0 
 "Know 	 1 	 393188 	 393188 	 0 	 0.00 	 0 
 distortion--so 	 1 	 395294 	 395294 	 0 	 0.00 	 0 
 Setting 	 1 	 405689 	 405689 	 0 	 0.00 	 0 
 doddering 	 2 	 443738 	 576934 	 133196 	 133196.00 	 133196 
 work? 	 2 	 472956 	 626986 	 154030 	 154030.00 	 154030 
 crisp 	 8 	 8618 	 591062 	 12729 	 83206.29 	 172702 
 childish 	 6 	 23036 	 367966 	 277 	 68986.00 	 273444 
 "Damp 	 1 	 396675 	 396675 	 0 	 0.00 	 0 
 'keep 	 3 	 400253 	 400578 	 38 	 162.50 	 287 
 impish 	 1 	 598315 	 598315 	 0 	 0.00 	 0 
 II 	 13 	 376 	 531215 	 2818 	 44236.58 	 302443 
 friendly 	 23 	 1015 	 640935 	 10 	 29087.27 	 154461 
 quietly 	 32 	 18352 	 622265 	 252 	 19481.06 	 76485 
 Mississippi 	 1 	 25801 	 25801 	 0 	 0.00 	 0 
 fiercely 	 5 	 35401 	 423910 	 115 	 97127.25 	 211879 
 wholly 	 3 	 36770 	 368486 	 92282 	 165858.00 	 239434 
 now,--a 	 1 	 48439 	 48439 	 0 	 0.00 	 0 
 else,--a 	 1 	 57011 	 57011 	 0 	 0.00 	 0 
 cranny 	 1 	 60848 	 60848 	 0 	 0.00 	 0 
 gipsy 	 2 	 99934 	 395228 	 295294 	 295294.00 	 295294 
 geniality 	 1 	 141021 	 141021 	 0 	 0.00 	 0 
 thief! 	 1 	 174777 	 174777 	 0 	 0.00 	 0 
 "Exceedingly 	 1 	 198501 	 198501 	 0 	 0.00 	 0 
 asperity 	 1 	 263611 	 263611 	 0 	 0.00 	 0 
 spirituality 	 1 	 306374 	 306374 	 0 	 0.00 	 0 
 alphabet! 	 1 	 314142 	 314142 	 0 	 0.00 	 0 
 insincerity 	 1 	 334058 	 334058 	 0 	 0.00 	 0 
 Apparently 	 1 	 512641 	 512641 	 0 	 0.00 	 0 
 grisly 	 1 	 645438 	 645438 	 0 	 0.00 	 0 
 remedy 	 1 	 652926 	 652926 	 0 	 0.00 	 0 
 student?" 	 1 	 1854 	 1854 	 0 	 0.00 	 0 
 "Positive!" 	 1 	 8864 	 8864 	 0 	 0.00 	 0 
 Gregson?" 	 2 	 8909 	 509895 	 500986 	 500986.00 	 500986 
 he?" 	 18 	 12606 	 548526 	 102 	 31524.71 	 172050 
 Peckham." 	 1 	 14744 	 14744 	 0 	 0.00 	 0 
 Mormons." 	 1 	 25279 	 25279 	 0 	 0.00 	 0 
 small." 	 1 	 30438 	 30438 	 0 	 0.00 	 0 
 jar 	 1 	 32415 	 32415 	 0 	 0.00 	 0 
 Scarlet.'" 	 1 	 44493 	 44493 	 0 	 0.00 	 0 
 Morstan?" 	 2 	 47766 	 49642 	 1876 	 1876.00 	 1876 
 Chowdar 	 2 	 52470 	 52540 	 70 	 70.00 	 70 
 hotter 	 1 	 63796 	 63796 	 0 	 0.00 	 0 
 yonder." 	 1 	 72753 	 72753 	 0 	 0.00 	 0 
 writing." 	 3 	 89669 	 510482 	 15171 	 210406.50 	 405642 
 situation." 	 3 	 91116 	 429098 	 12779 	 168991.00 	 325203 
 least." 	 3 	 91975 	 613660 	 210066 	 260842.50 	 311619 
 rubber 	 2 	 102721 	 278821 	 176100 	 176100.00 	 176100 
 "your 	 3 	 105799 	 608423 	 17709 	 251312.00 	 484915 
 bringing--" 	 1 	 108775 	 108775 	 0 	 0.00 	 0 
 finished." 	 4 	 118352 	 568475 	 110549 	 150041.00 	 177466 
 family." 	 7 	 122049 	 627557 	 26235 	 84251.34 	 170902 
 news?" 	 6 	 133507 	 389772 	 3214 	 51253.00 	 115837 
 £2 	 1 	 136693 	 136693 	 0 	 0.00 	 0 
 retrogression?" 	 1 	 139039 	 139039 	 0 	 0.00 	 0 
 adventure," 	 1 	 141397 	 141397 	 0 	 0.00 	 0 
 fewer 	 5 	 155244 	 575058 	 16437 	 104953.50 	 271509 
 opinion," 	 1 	 169318 	 169318 	 0 	 0.00 	 0 
 wherever 	 8 	 181192 	 654530 	 13860 	 67619.71 	 173174 
 pardon," 	 1 	 201872 	 201872 	 0 	 0.00 	 0 
 thunder 	 7 	 221996 	 611349 	 1349 	 64892.17 	 177864 
 officer," 	 1 	 233304 	 233304 	 0 	 0.00 	 0 
 "Exactly," 	 8 	 250965 	 602332 	 28321 	 50195.29 	 78323 
 Mortimer 	 68 	 274444 	 599432 	 6 	 4850.57 	 110937 
 independently?" 	 1 	 300545 	 300545 	 0 	 0.00 	 0 
 Saunders." 	 2 	 300804 	 591947 	 291143 	 291143.00 	 291143 
 explained," 	 1 	 305575 	 305575 	 0 	 0.00 	 0 
 packet." 	 1 	 363116 	 363116 	 0 	 0.00 	 0 
 condition." 	 1 	 369240 	 369240 	 0 	 0.00 	 0 
 woman's?" 	 1 	 396495 	 396495 	 0 	 0.00 	 0 
 beard?" 	 2 	 404486 	 436084 	 31598 	 31598.00 	 31598 
 conseedar" 	 1 	 459564 	 459564 	 0 	 0.00 	 0 
 stages." 	 1 	 460067 	 460067 	 0 	 0.00 	 0 
 stranger?" 	 1 	 461972 	 461972 	 0 	 0.00 	 0 
 "Ames," 	 1 	 466113 	 466113 	 0 	 0.00 	 0 
 round-the-corner 	 1 	 471933 	 471933 	 0 	 0.00 	 0 
 Barker," 	 2 	 474154 	 655089 	 180935 	 180935.00 	 180935 
 anywhere." 	 1 	 482124 	 482124 	 0 	 0.00 	 0 
 say--" 	 1 	 493523 	 493523 	 0 	 0.00 	 0 
 depot!" 	 1 	 503524 	 503524 	 0 	 0.00 	 0 
 kid." 	 1 	 513148 	 513148 	 0 	 0.00 	 0 
 arrest." 	 2 	 531842 	 598090 	 66248 	 66248.00 	 66248 
 anyone?" 	 2 	 555463 	 645360 	 89897 	 89897.00 	 89897 
 mysterious," 	 1 	 583193 	 583193 	 0 	 0.00 	 0 
 visitors," 	 1 	 590763 	 590763 	 0 	 0.00 	 0 
 quid?" 	 1 	 596881 	 596881 	 0 	 0.00 	 0 
 missed?" 	 1 	 653744 	 653744 	 0 	 0.00 	 0 
 contents 	 31 	 10 	 650344 	 39 	 21666.83 	 79273 
 Students 	 2 	 180 	 441060 	 440880 	 440880.00 	 440880 
 wilderness 	 5 	 1020 	 424355 	 3177 	 105833.75 	 293769 
 companion's 	 32 	 6757 	 654906 	 272 	 20908.03 	 114910 
 frock 	 4 	 8634 	 496419 	 14445 	 162595.00 	 303686 
 "One's 	 1 	 13528 	 13528 	 0 	 0.00 	 0 
 ideas 	 9 	 13529 	 585131 	 651 	 71450.25 	 144679 
 hopes 	 23 	 21371 	 651520 	 158 	 28643.14 	 108199 
 "Cocks 	 1 	 23676 	 23676 	 0 	 0.00 	 0 
 adventurers 	 1 	 27001 	 27001 	 0 	 0.00 	 0 
 "he's 	 3 	 27540 	 231420 	 75864 	 101940.00 	 128016 
 debris 	 4 	 33266 	 546932 	 34136 	 171222.00 	 282909 
 wooden-leg's 	 1 	 61997 	 61997 	 0 	 0.00 	 0 
 Ross 	 10 	 98876 	 446534 	 103 	 38628.67 	 247056 
 couples 	 1 	 101614 	 101614 	 0 	 0.00 	 0 
 vegetables 	 2 	 135206 	 177113 	 41907 	 41907.00 	 41907 
 fearless 	 5 	 166196 	 501972 	 5033 	 83944.00 	 296317 
 lords 	 1 	 170393 	 170393 	 0 	 0.00 	 0 
 plover's 	 1 	 182155 	 182155 	 0 	 0.00 	 0 
 "here's 	 1 	 190002 	 190002 	 0 	 0.00 	 0 
 juries 	 2 	 291193 	 618075 	 326882 	 326882.00 	 326882 
 Rooms 	 1 	 330393 	 330393 	 0 	 0.00 	 0 
 Cairns 	 2 	 332747 	 333014 	 267 	 267.00 	 267 
 grass; 	 1 	 360031 	 360031 	 0 	 0.00 	 0 
 expectations 	 2 	 366405 	 450622 	 84217 	 84217.00 	 84217 
 wiles 	 1 	 506136 	 506136 	 0 	 0.00 	 0 
 Willabys; 	 1 	 506230 	 506230 	 0 	 0.00 	 0 
 mulatto's 	 1 	 518461 	 518461 	 0 	 0.00 	 0 
 sadness 	 1 	 519736 	 519736 	 0 	 0.00 	 0 
 addresses 	 3 	 536932 	 572985 	 4386 	 18026.50 	 31667 
 setback 	 1 	 570252 	 570252 	 0 	 0.00 	 0 
 paws 	 1 	 579955 	 579955 	 0 	 0.00 	 0 
 alternatives 	 1 	 589267 	 589267 	 0 	 0.00 	 0 
 Dolores 	 4 	 606685 	 609606 	 16 	 973.67 	 2697 
 scholars 	 1 	 638759 	 638759 	 0 	 0.00 	 0 
 savings 	 1 	 652211 	 652211 	 0 	 0.00 	 0 
 Norwood 	 18 	 138 	 295505 	 64 	 17374.53 	 201334 
 wards, 	 1 	 708 	 708 	 0 	 0.00 	 0 
 Strand, 	 3 	 882 	 577677 	 176258 	 288397.50 	 400537 
 "Criminal 	 1 	 2435 	 2435 	 0 	 0.00 	 0 
 is, 	 143 	 3014 	 652074 	 34 	 4570.85 	 27062 
 stained 	 16 	 3620 	 640051 	 40 	 42428.73 	 118637 
 ground, 	 24 	 8034 	 649020 	 198 	 27868.96 	 112533 
 flaxen-haired 	 3 	 8171 	 411481 	 123567 	 201655.00 	 279743 
 coated 	 3 	 8563 	 542716 	 187631 	 267076.50 	 346522 
 now, 	 193 	 11646 	 648947 	 1 	 3319.28 	 29161 
 disappointment 	 8 	 20523 	 513444 	 4368 	 70417.29 	 108650 
 mountains, 	 8 	 22240 	 477115 	 261 	 64982.14 	 310972 
 keenest-eyed 	 1 	 24502 	 24502 	 0 	 0.00 	 0 
 practised 	 5 	 24675 	 433977 	 8620 	 102325.50 	 297697 
 Secret 	 1 	 28563 	 28563 	 0 	 0.00 	 0 
 bull-necked 	 1 	 30334 	 30334 	 0 	 0.00 	 0 
 defied 	 3 	 30772 	 449825 	 191555 	 209526.50 	 227498 
 brief, 	 3 	 32460 	 276314 	 2575 	 121927.00 	 241279 
 burden, 	 2 	 34526 	 345786 	 311260 	 311260.00 	 311260 
 stunned 	 4 	 34824 	 581010 	 14234 	 182062.00 	 323086 
 game, 	 9 	 36459 	 620851 	 3442 	 73049.00 	 297862 
 wanting, 	 2 	 36958 	 523227 	 486269 	 486269.00 	 486269 
 unsatisfactory, 	 1 	 45828 	 45828 	 0 	 0.00 	 0 
 fault, 	 4 	 49951 	 525070 	 14196 	 158373.00 	 428127 
 mitral 	 1 	 50690 	 50690 	 0 	 0.00 	 0 
 Rosa, 	 1 	 51279 	 51279 	 0 	 0.00 	 0 
 partial 	 1 	 51291 	 51291 	 0 	 0.00 	 0 
 appeased, 	 1 	 62077 	 62077 	 0 	 0.00 	 0 
 experienced 	 9 	 65961 	 655337 	 1973 	 73672.00 	 183430 
 evidence, 	 18 	 69256 	 642881 	 470 	 33742.65 	 126607 
 eyebrows, 	 8 	 70414 	 515008 	 2287 	 63513.43 	 163762 
 it.--Eh, 	 1 	 70744 	 70744 	 0 	 0.00 	 0 
 understood, 	 5 	 70897 	 508611 	 21023 	 109428.50 	 184108 
 massive, 	 5 	 76262 	 536245 	 80728 	 114995.75 	 162091 
 else, 	 13 	 78701 	 627076 	 3520 	 45697.92 	 109739 
 pipe, 	 14 	 79255 	 626452 	 1138 	 42092.08 	 159466 
 scream, 	 6 	 79409 	 373818 	 447 	 58881.80 	 95691 
 braced 	 4 	 79436 	 283817 	 16200 	 68127.00 	 111493 
 fat, 	 4 	 80957 	 513596 	 250 	 144213.00 	 265144 
 unfair, 	 1 	 83203 	 83203 	 0 	 0.00 	 0 
 establishment, 	 5 	 87045 	 634889 	 657 	 136961.00 	 290411 
 By-the-way, 	 1 	 87976 	 87976 	 0 	 0.00 	 0 
 languid, 	 2 	 89235 	 100973 	 11738 	 11738.00 	 11738 
 gospel, 	 1 	 96195 	 96195 	 0 	 0.00 	 0 
 £4 	 4 	 96537 	 182627 	 1981 	 28696.67 	 78815 
 Spaulding, 	 2 	 96794 	 97036 	 242 	 242.00 	 242 
 "'That 	 13 	 98506 	 273348 	 450 	 14570.17 	 46319 
 Ned 	 2 	 105993 	 192439 	 86446 	 86446.00 	 86446 
 sidled 	 2 	 109494 	 387424 	 277930 	 277930.00 	 277930 
 Turner, 	 4 	 111940 	 116952 	 136 	 1670.67 	 4012 
 3rd, 	 1 	 112134 	 112134 	 0 	 0.00 	 0 
 reed-girt 	 2 	 117508 	 618220 	 500712 	 500712.00 	 500712 
 exception, 	 2 	 122580 	 314457 	 191877 	 191877.00 	 191877 
 green-scummed 	 2 	 123408 	 444701 	 321293 	 321293.00 	 321293 
 defined 	 2 	 125788 	 260496 	 134708 	 134708.00 	 134708 
 dark-coloured 	 1 	 128568 	 128568 	 0 	 0.00 	 0 
 Surrey, 	 3 	 133239 	 508800 	 97565 	 187780.50 	 277996 
 wheal 	 1 	 135728 	 135728 	 0 	 0.00 	 0 
 frequent 	 7 	 139446 	 554826 	 863 	 69230.00 	 314871 
 sleeping, 	 1 	 151293 	 151293 	 0 	 0.00 	 0 
 tout, 	 1 	 155628 	 155628 	 0 	 0.00 	 0 
 'Not 	 1 	 157814 	 157814 	 0 	 0.00 	 0 
 aspired 	 1 	 167365 	 167365 	 0 	 0.00 	 0 
 thinking, 	 6 	 169956 	 539430 	 1 	 73894.80 	 194049 
 dinner, 	 10 	 174124 	 623979 	 2179 	 49983.89 	 150541 
 looking, 	 1 	 174508 	 174508 	 0 	 0.00 	 0 
 evidently, 	 2 	 180661 	 237745 	 57084 	 57084.00 	 57084 
 amusement, 	 5 	 183048 	 632681 	 2957 	 112408.25 	 392216 
 encamped 	 1 	 195013 	 195013 	 0 	 0.00 	 0 
 wine, 	 6 	 199164 	 572646 	 4 	 74696.40 	 179197 
 countrified, 	 1 	 202748 	 202748 	 0 	 0.00 	 0 
 compliment, 	 1 	 231059 	 231059 	 0 	 0.00 	 0 
 needful 	 2 	 238264 	 490153 	 251889 	 251889.00 	 251889 
 "Naturally, 	 2 	 239823 	 329953 	 90130 	 90130.00 	 90130 
 Biddle, 	 1 	 250945 	 250945 	 0 	 0.00 	 0 
 coerced, 	 1 	 258234 	 258234 	 0 	 0.00 	 0 
 diplomatist 	 2 	 259497 	 574283 	 314786 	 314786.00 	 314786 
 smash, 	 1 	 264150 	 264150 	 0 	 0.00 	 0 
 frigid 	 2 	 264758 	 619469 	 354711 	 354711.00 	 354711 
 impelled 	 1 	 274411 	 274411 	 0 	 0.00 	 0 
 Canterbury, 	 1 	 275425 	 275425 	 0 	 0.00 	 0 
 aristocrat 	 3 	 278750 	 577895 	 1952 	 149572.50 	 297193 
 sharpest 	 1 	 283487 	 283487 	 0 	 0.00 	 0 
 unwonted 	 3 	 285217 	 506579 	 75925 	 110681.00 	 145437 
 him--secret 	 1 	 295546 	 295546 	 0 	 0.00 	 0 
 pencil, 	 5 	 296851 	 351796 	 63 	 13736.25 	 52437 
 quarreled, 	 1 	 312910 	 312910 	 0 	 0.00 	 0 
 pallor, 	 1 	 316195 	 316195 	 0 	 0.00 	 0 
 abetted 	 1 	 316941 	 316941 	 0 	 0.00 	 0 
 abhorrent, 	 2 	 317006 	 558804 	 241798 	 241798.00 	 241798 
 time-honoured 	 1 	 339824 	 339824 	 0 	 0.00 	 0 
 Press, 	 1 	 344252 	 344252 	 0 	 0.00 	 0 
 hurried, 	 2 	 344546 	 350133 	 5587 	 5587.00 	 5587 
 tap, 	 1 	 345798 	 345798 	 0 	 0.00 	 0 
 gains, 	 1 	 362245 	 362245 	 0 	 0.00 	 0 
 another--it 	 1 	 373509 	 373509 	 0 	 0.00 	 0 
 confederacy, 	 2 	 382625 	 382634 	 9 	 9.00 	 9 
 wide-spread 	 1 	 383868 	 383868 	 0 	 0.00 	 0 
 skull, 	 1 	 392346 	 392346 	 0 	 0.00 	 0 
 crest, 	 1 	 400404 	 400404 	 0 	 0.00 	 0 
 2704, 	 1 	 403454 	 403454 	 0 	 0.00 	 0 
 occur, 	 1 	 411875 	 411875 	 0 	 0.00 	 0 
 nipped, 	 2 	 414108 	 451317 	 37209 	 37209.00 	 37209 
 aloft 	 1 	 432068 	 432068 	 0 	 0.00 	 0 
 beam, 	 1 	 443936 	 443936 	 0 	 0.00 	 0 
 murderers, 	 3 	 468279 	 486749 	 7460 	 9235.00 	 11010 
 Warned 	 1 	 498886 	 498886 	 0 	 0.00 	 0 
 Stylestown, 	 1 	 501324 	 501324 	 0 	 0.00 	 0 
 consultant 	 1 	 506970 	 506970 	 0 	 0.00 	 0 
 Baynes, 	 11 	 508226 	 518506 	 124 	 1028.00 	 2496 
 Gable, 	 3 	 514886 	 515315 	 41 	 214.50 	 388 
 listen, 	 2 	 533365 	 603658 	 70293 	 70293.00 	 70293 
 1895, 	 1 	 534641 	 534641 	 0 	 0.00 	 0 
 planet 	 1 	 535165 	 535165 	 0 	 0.00 	 0 
 exchange, 	 1 	 535387 	 535387 	 0 	 0.00 	 0 
 perambulation, 	 1 	 546916 	 546916 	 0 	 0.00 	 0 
 Wartha, 	 1 	 560094 	 560094 	 0 	 0.00 	 0 
 transmitted 	 1 	 569318 	 569318 	 0 	 0.00 	 0 
 consummated 	 1 	 576985 	 576985 	 0 	 0.00 	 0 
 schedule, 	 1 	 579821 	 579821 	 0 	 0.00 	 0 
 illegal, 	 1 	 592412 	 592412 	 0 	 0.00 	 0 
 grazing-land 	 1 	 611662 	 611662 	 0 	 0.00 	 0 
 meal, 	 1 	 617124 	 617124 	 0 	 0.00 	 0 
 "Sad 	 1 	 637812 	 637812 	 0 	 0.00 	 0 
 'Hullo, 	 1 	 647284 	 647284 	 0 	 0.00 	 0 
 Haymarket 	 2 	 653175 	 656124 	 2949 	 2949.00 	 2949 
 have 	 5294 	 623 	 657084 	 2 	 123.81 	 1724 
 white 	 167 	 2294 	 655249 	 4 	 3933.46 	 33425 
 them 	 688 	 4352 	 656996 	 3 	 949.99 	 6529 
 outside 	 102 	 6179 	 656374 	 12 	 6437.57 	 45456 
 beside 	 129 	 8658 	 655067 	 34 	 5050.07 	 41278 
 twice 	 52 	 32267 	 639361 	 22 	 11903.80 	 58988 
 accomplice 	 8 	 38151 	 574441 	 240 	 76612.86 	 282659 
 differentiate 	 1 	 48322 	 48322 	 0 	 0.00 	 0 
 over-precipitance 	 1 	 94036 	 94036 	 0 	 0.00 	 0 
 Gustave 	 1 	 104412 	 104412 	 0 	 0.00 	 0 
 pledge 	 12 	 107436 	 592809 	 1156 	 44124.82 	 106129 
 tell-tale 	 2 	 132851 	 410757 	 277906 	 277906.00 	 277906 
 trove 	 2 	 139669 	 229668 	 89999 	 89999.00 	 89999 
 lace 	 2 	 148979 	 438923 	 289944 	 289944.00 	 289944 
 indefinite 	 4 	 206890 	 580283 	 91124 	 124464.34 	 174997 
 upside 	 1 	 231095 	 231095 	 0 	 0.00 	 0 
 province 	 2 	 265690 	 645831 	 380141 	 380141.00 	 380141 
 ape 	 1 	 291343 	 291343 	 0 	 0.00 	 0 
 chuckle 	 6 	 321720 	 654893 	 991 	 66634.60 	 199397 
 hesitate 	 3 	 334628 	 409302 	 26901 	 37337.00 	 47773 
 potentate 	 2 	 382316 	 382658 	 342 	 342.00 	 342 
 drum 	 1 	 477700 	 477700 	 0 	 0.00 	 0 
 articulate 	 1 	 539112 	 539112 	 0 	 0.00 	 0 
 Merton--the 	 1 	 594380 	 594380 	 0 	 0.00 	 0 
 IN 	 2 	 335 	 86788 	 86453 	 86453.00 	 86453 
 then 	 535 	 2297 	 656488 	 4 	 1225.08 	 9584 
 ground. 	 35 	 2805 	 656902 	 230 	 19238.15 	 78409 
 inconvenience. 	 2 	 4898 	 183816 	 178918 	 178918.00 	 178918 
 is. 	 26 	 5687 	 646507 	 17 	 25632.80 	 131452 
 pipe. 	 14 	 6188 	 619398 	 531 	 47170.00 	 185565 
 else. 	 22 	 7575 	 653547 	 536 	 30760.57 	 91036 
 evidence. 	 14 	 7738 	 637708 	 544 	 48459.23 	 107404 
 now. 	 72 	 10339 	 645307 	 36 	 8943.21 	 38222 
 pencil. 	 4 	 14687 	 528123 	 5170 	 171145.33 	 273580 
 amusement. 	 5 	 16162 	 416993 	 640 	 100207.75 	 269160 
 wanting. 	 1 	 18704 	 18704 	 0 	 0.00 	 0 
 ribbon 	 4 	 19356 	 525823 	 544 	 168822.33 	 299012 
 heaven 	 5 	 23616 	 481533 	 326 	 114479.25 	 403820 
 mountains. 	 4 	 32367 	 497759 	 742 	 155130.67 	 430588 
 eyebrows. 	 12 	 44359 	 646341 	 9816 	 54725.64 	 154570 
 crestfallen 	 2 	 45751 	 59133 	 13382 	 13382.00 	 13382 
 touching. 	 1 	 49202 	 49202 	 0 	 0.00 	 0 
 fault. 	 6 	 53209 	 571813 	 8668 	 103720.80 	 285272 
 beam. 	 1 	 57548 	 57548 	 0 	 0.00 	 0 
 heiress. 	 1 	 60054 	 60054 	 0 	 0.00 	 0 
 murderers. 	 2 	 65645 	 339424 	 273779 	 273779.00 	 273779 
 fever-ridden 	 1 	 77095 	 77095 	 0 	 0.00 	 0 
 game. 	 11 	 83160 	 600584 	 210 	 51742.40 	 189401 
 thinking. 	 2 	 83448 	 495542 	 412094 	 412094.00 	 412094 
 tap. 	 1 	 88680 	 88680 	 0 	 0.00 	 0 
 dinner. 	 12 	 90889 	 587346 	 984 	 45132.45 	 134172 
 occur. 	 4 	 92108 	 476841 	 8815 	 128244.34 	 283394 
 Spaulding. 	 1 	 98429 	 98429 	 0 	 0.00 	 0 
 selection 	 3 	 104594 	 451536 	 79627 	 173471.00 	 267315 
 Turner. 	 5 	 112265 	 119612 	 1009 	 1836.75 	 3244 
 3rd. 	 2 	 113652 	 617562 	 503910 	 503910.00 	 503910 
 skull. 	 3 	 124168 	 644715 	 195070 	 260273.50 	 325477 
 bite. 	 1 	 127696 	 127696 	 0 	 0.00 	 0 
 over-pleasant. 	 1 	 130783 	 130783 	 0 	 0.00 	 0 
 'Mrs. 	 2 	 142634 	 641988 	 499354 	 499354.00 	 499354 
 meal. 	 4 	 156613 	 320501 	 6458 	 54629.33 	 94210 
 listen. 	 2 	 185443 	 371777 	 186334 	 186334.00 	 186334 
 establishment. 	 6 	 200310 	 515355 	 7716 	 63009.00 	 130268 
 exception. 	 3 	 213764 	 631455 	 164216 	 208845.50 	 253475 
 imminent. 	 2 	 218583 	 219239 	 656 	 656.00 	 656 
 attraction 	 3 	 245118 	 636933 	 117957 	 195907.50 	 273858 
 Strand. 	 2 	 245373 	 364764 	 119391 	 119391.00 	 119391 
 gains. 	 1 	 286702 	 286702 	 0 	 0.00 	 0 
 pallor. 	 1 	 311706 	 311706 	 0 	 0.00 	 0 
 sleeping. 	 1 	 314731 	 314731 	 0 	 0.00 	 0 
 Norway. 	 1 	 329991 	 329991 	 0 	 0.00 	 0 
 pleasures. 	 1 	 359482 	 359482 	 0 	 0.00 	 0 
 unsuccessful. 	 1 	 369570 	 369570 	 0 	 0.00 	 0 
 demonstrations. 	 1 	 371954 	 371954 	 0 	 0.00 	 0 
 wine. 	 1 	 393755 	 393755 	 0 	 0.00 	 0 
 homeward. 	 2 	 427204 	 638243 	 211039 	 211039.00 	 211039 
 circle--upon 	 1 	 461553 	 461553 	 0 	 0.00 	 0 
 scream. 	 3 	 462788 	 655164 	 84213 	 96188.00 	 108163 
 compliment. 	 3 	 479748 	 567078 	 24208 	 43665.00 	 63122 
 gorilla's. 	 1 	 484346 	 484346 	 0 	 0.00 	 0 
 loan 	 1 	 487842 	 487842 	 0 	 0.00 	 0 
 out--if 	 1 	 492779 	 492779 	 0 	 0.00 	 0 
 Baynes. 	 4 	 512106 	 516771 	 699 	 1555.00 	 3177 
